Chamber,Type,Temperature,Humidity,Status,Size,Gap,Ramp_Rate
Chamber 43,Temp/Hum,95,3,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,4,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,5,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,10,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,15,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,20,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,25,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,30,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,35,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,40,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,45,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,50,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,55,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,60,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,65,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,70,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,75,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,80,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,85,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,90,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,95,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,96,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,97,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,98,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,99,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,95,100,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,0,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,1,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,2,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,3,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,4,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,5,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,10,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,15,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,20,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,25,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,30,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,35,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,40,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,45,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,50,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,55,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,60,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,65,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,70,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,75,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,80,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,85,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,90,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,95,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,96,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,97,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,98,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,99,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,96,100,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,0,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,1,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,2,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,3,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,4,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,5,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,10,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,15,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,20,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,25,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,30,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,35,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,40,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,45,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,50,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,55,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,60,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,65,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,70,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,75,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,80,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,85,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,90,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,95,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,96,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,97,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,98,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,99,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,97,100,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,0,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,1,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,2,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,3,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,4,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,5,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,10,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,15,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,20,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,25,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,30,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,35,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,40,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,45,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,50,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,55,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,60,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,65,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,70,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,75,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,80,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,85,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,90,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,95,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,96,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,97,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,98,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,99,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,98,100,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,0,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,1,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,2,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,3,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,4,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,5,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,10,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,15,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,20,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,25,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,30,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,35,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,40,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,45,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,50,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,55,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,60,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,65,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,70,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,75,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,80,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,85,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,90,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,95,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,96,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,97,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,98,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,99,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,99,100,NOT DOABLE,18x15x15,3x3x3,2.0C/Min
Chamber 43,Temp/Hum,100,0,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,1,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,2,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,3,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,4,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,5,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,10,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,15,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,20,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,25,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,30,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,35,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,40,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,45,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,50,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,55,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,60,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,65,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,70,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,75,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,80,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,85,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,90,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,95,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,96,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,97,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,98,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,99,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 43,Temp/Hum,100,100,NOT DOABLE,18x15x15,3x3x3,85.0C
Chamber 44,Temp/Hum,-60,0,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,1,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,2,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,3,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,4,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,5,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,10,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,15,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,20,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,25,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,30,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,35,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,40,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,45,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,50,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,55,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,60,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,65,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,70,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,75,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,80,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,85,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,90,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,95,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,96,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,97,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,98,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,99,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-60,100,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,0,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,1,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,2,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,3,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,4,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,5,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,10,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,15,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,20,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,25,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,30,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,35,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,40,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,45,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,50,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,55,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,60,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,65,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,70,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,75,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,80,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,85,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,90,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,95,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,96,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,97,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,98,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,99,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-55,100,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,0,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,1,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,2,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,3,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,4,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,5,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,10,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,15,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,20,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,25,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,30,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,35,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,40,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,45,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,50,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,55,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,60,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,65,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,70,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,75,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,80,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,85,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,90,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,95,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,96,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,97,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,98,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,99,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-50,100,DOABLE,48x48x49,5x5x5,0.5C/Min
Chamber 44,Temp/Hum,-45,0,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,1,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,2,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,3,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,4,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,5,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,10,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,15,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,20,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,25,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,30,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,35,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,40,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,45,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,50,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,55,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,60,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,65,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,70,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,75,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,80,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,85,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,90,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,95,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,96,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,97,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,98,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,99,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-45,100,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,0,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,1,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,2,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,3,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,4,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,5,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,10,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,15,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,20,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,25,DOABLE,48x48x49,5x5x5,0.8C/Min
Chamber 44,Temp/Hum,-40,30,DOABLE,48x48x49,5x5x5,0.8C/Min
